Method,Mean Runtime,Max Runtime,Std Runtime
cpp,0.001564965714285714,0.004488000000000001,0.0007966966757243336
py,0.11881251177511924,0.3280198574066162,0.049068443043173454
nn,0.04202989072829767,0.10713839530944824,0.021950984235172367
