Method,Mean Runtime,Max Runtime,Std Runtime
cpp,0.001007097014925373,0.0035009999999999998,0.0005656760104486132
py,0.08224520984205227,0.15583086013793945,0.03390829096663666
nn,0.02499191146091099,0.048668622970581055,0.011216894818586575
